fare_amount,hour,day,month,year,dayofweek,distance_km
12.9,21,30,6,2012,5,5.572858981920494
5.7,21,18,12,2009,4,0.7125466571577787
10.0,23,27,12,2013,4,2.1098011292717946
4.9,3,3,5,2009,6,1.2244777013286794
6.1,23,8,1,2010,4,0.8702096392754634
13.0,10,10,9,2012,0,2.2075298674554835
11.7,21,10,9,2011,5,4.275679157476519
4.9,19,27,5,2012,6,1.2558509313298338
8.1,20,9,2,2011,2,2.205034877793443
4.5,15,17,6,2012,6,1.0678721761140828
6.0,20,9,1,2013,2,1.3082032037086095
5.5,0,7,12,2012,4,0.7223422349131663
8.0,17,26,10,2012,4,2.04829820970775
13.0,13,29,5,2015,4,3.3357455801345655
9.0,9,23,3,2015,0,1.8866431567739637
4.1,9,5,3,2012,0,0.8269726936199832
4.0,12,5,8,2013,0,0.6705517280090967
9.5,9,31,3,2013,6,2.7506192066304003
6.1,19,4,12,2009,4,1.2934414498324882
4.5,20,14,2,2010,6,0.6154351589091285
6.5,21,27,10,2012,5,1.2348149230278398
7.7,9,30,5,2010,6,2.554952512083797
7.3,17,16,9,2010,3,1.3571501428682402
8.9,9,28,6,2012,3,1.4061930410135983
3.7,12,9,11,2011,2,0.7153749159557504
4.9,21,17,4,2010,5,1.1879356272919104
4.5,1,25,12,2011,6,0.701521944107477
12.5,12,2,5,2015,5,3.5864585752664886
12.5,7,4,6,2014,2,3.750773656978146
6.9,3,6,1,2010,2,3.090814113936007
5.3,18,1,2,2012,2,1.5209252816271064
8.0,13,2,2,2013,5,1.5856534662252446
6.1,7,28,1,2010,3,1.257435206499252
8.5,18,7,1,2014,1,2.558281169372609
11.0,21,19,8,2013,0,3.7968212082406025
6.5,23,31,12,2009,3,1.4068260537583699
10.0,9,6,9,2013,4,1.6349943757177914
5.3,10,31,12,2010,4,1.5058493011741787
6.9,7,1,12,2010,2,1.5196528760014347
9.5,20,1,6,2013,5,1.5837173537915492
11.0,18,24,4,2014,3,2.0052891442758547
10.5,21,20,5,2011,4,2.8764383117496077
9.3,10,23,1,2012,0,3.106568100292786
8.5,10,13,10,2013,6,1.1946672765658704
9.3,11,15,12,2009,1,2.551927617300962
10.9,22,7,4,2011,3,4.688790389671453
13.7,7,27,1,2009,1,4.283355863105177
7.5,10,7,2,2015,5,2.3682352058505964
12.1,11,5,7,2012,3,4.611477335773723
4.1,8,9,3,2009,0,1.0334369683149738
6.0,21,5,7,2014,5,0.8148410347407036
16.5,2,18,1,2014,5,5.57592292364309
6.0,10,13,8,2014,2,1.1264797563514344
6.0,16,24,5,2014,5,2.0881582204680664
7.5,22,5,7,2013,4,1.6724277956177074
4.1,9,5,9,2009,5,0.9371004888592503
8.1,3,30,8,2009,6,3.012435391355337
5.3,2,27,5,2009,2,2.0369796270885536
16.0,22,12,1,2015,0,4.6704152118922675
4.5,1,23,5,2010,6,0.8376994043820217
12.0,10,5,3,2014,2,2.339411259126331
8.5,8,18,1,2013,4,1.6331300279605738
7.7,9,5,5,2011,3,2.0496598004450974
9.7,12,7,11,2009,5,5.433574316187971
6.9,13,10,8,2011,2,1.1202266416293238
10.1,0,3,1,2011,0,3.2903679553197245
4.1,20,19,3,2010,4,0.9357484969725508
4.1,11,5,5,2012,5,0.7115201383126035
17.0,23,4,10,2012,3,3.868806577638066
2.9,6,28,2,2011,0,0.526137953877282
6.5,12,18,6,2011,5,2.505930704536601
8.5,2,6,8,2011,5,2.5133981984183538
11.5,14,24,6,2015,2,3.029832004366584
8.1,10,18,3,2009,2,1.8238006106035558
11.0,19,10,1,2013,3,2.5771805007134274
17.0,21,12,2,2014,2,5.530379483864579
8.9,19,10,4,2009,4,3.7955711476927094
11.7,0,7,4,2012,5,4.68431905164448
9.5,22,28,4,2013,6,2.114242826272057
17.1,18,10,3,2009,1,4.90769764266935
15.0,14,25,7,2013,3,4.897231667723358
12.1,13,19,3,2011,5,4.500258973302864
9.7,1,29,10,2010,4,3.3495912756855124
5.5,8,19,9,2012,2,1.0099499726072738
7.3,20,29,9,2009,1,1.985296628706213
11.0,8,5,7,2014,5,2.8905230156019237
12.9,7,14,2,2012,1,5.077902085941493
3.7,12,20,7,2009,0,0.555971473139517
4.1,21,2,6,2011,3,0.7597706708885282
10.0,11,11,5,2014,6,2.148883960971778
13.7,11,6,11,2009,4,2.6658321893567973
5.3,13,11,8,2012,5,1.0060487455115739
14.0,23,26,2,2013,1,2.835449244630135
10.5,18,25,5,2012,4,4.021504761982762
12.5,3,13,3,2010,5,3.933658808048852
4.1,22,23,6,2010,2,0.8293552866491738
5.3,8,13,2,2012,0,1.2978711315515556
5.5,16,18,3,2013,0,1.1242248962783108
7.0,19,26,10,2013,5,2.197305739924595
12.0,15,1,2,2014,5,3.259698857976508
10.9,19,14,5,2012,0,2.693315926370661
7.3,11,28,8,2012,1,2.409932803053566
8.5,8,5,7,2012,3,3.2661040230406906
8.0,22,3,6,2013,0,2.021762337606117
6.5,12,23,5,2013,3,1.4439959721751514
6.5,8,1,4,2015,2,1.3497640660786852
5.5,2,27,6,2015,5,1.6617093898017326
9.5,12,25,11,2014,1,1.1901238158046652
10.9,15,9,11,2009,0,3.319805154385759
3.7,11,18,5,2011,2,0.5983801604462216
10.0,22,20,9,2013,4,3.375285092171136
17.0,19,7,5,2015,3,4.644276881553961
3.7,19,23,5,2011,0,0.8720481602292763
7.3,17,14,3,2012,2,2.4528812278009218
9.7,20,12,2,2011,5,2.5606209097037587
5.3,10,18,3,2012,6,0.791408679218475
12.0,16,24,11,2012,5,3.7438098749230284
8.5,12,29,5,2011,6,3.354454024977051
11.0,7,25,7,2014,4,3.189049274032389
4.5,5,13,6,2015,5,1.1731899975317281
12.0,5,15,3,2013,4,4.668933958946586
5.3,21,27,11,2009,4,1.0106943121251892
4.1,16,22,9,2011,3,0.9971947545714165
11.5,12,19,1,2014,6,2.522773106029414
7.3,18,30,4,2009,3,2.5759020407339963
12.5,17,11,8,2010,2,3.952974417056054
6.9,14,12,4,2011,1,1.142112103223997
11.0,19,28,6,2013,4,1.555791870527813
6.5,7,21,2,2013,3,1.499276889638778
7.7,19,12,2,2012,6,3.272629792655458
5.3,17,7,11,2010,6,1.0681444795934967
8.5,17,14,11,2014,4,1.2168926290571924
7.0,11,25,3,2015,2,1.3064752496522622
5.5,20,4,6,2014,2,0.9958191783261303
4.5,19,10,5,2011,1,0.9238856554859434
5.3,20,13,4,2012,4,1.1684042941073598
12.0,7,15,8,2014,4,4.916347692672307
14.5,22,2,8,2014,5,5.2779923614874935
5.5,16,18,12,2012,1,1.4293594523781696
5.0,3,5,3,2009,3,1.0528087730548146
11.0,18,21,4,2015,1,2.718526531521585
10.0,0,17,2,2014,0,3.2829975056844725
7.7,9,8,12,2009,1,3.07910668154933
8.5,3,26,8,2012,6,2.783495698589746
5.7,14,8,4,2009,2,1.190749193512982
8.9,15,15,2,2012,2,2.3436926025776925
4.5,16,15,6,2015,0,1.449000888281798
6.1,20,14,9,2009,0,1.5677205126720128
17.5,23,14,6,2015,6,5.247446568144181
11.5,0,9,10,2013,2,3.6442796912694706
5.7,23,25,11,2011,4,1.0953423282123667
7.0,15,31,1,2015,5,0.9284999706509167
6.5,12,3,4,2012,1,1.1289694451088987
8.1,21,2,12,2011,4,2.0480037249372987
11.3,12,25,9,2011,6,2.761327044996604
7.7,5,29,8,2012,2,2.1199624247037963
7.5,13,30,12,2014,1,1.6712748512883702
7.7,2,8,1,2012,6,2.9956584894718565
7.5,15,22,1,2013,1,1.8418696821977163
15.5,19,29,8,2013,3,4.524775903592448
8.5,1,31,7,2013,2,2.1936047618379892
5.7,1,29,8,2009,5,1.9295787784980343
8.5,8,16,6,2015,1,1.475197158495995
6.0,19,31,1,2013,3,0.44984178289620796
17.5,3,23,6,2013,6,4.0838864295529325
8.0,0,22,8,2013,3,1.7396901775824531
9.0,0,18,8,2013,6,3.044951407252877
4.5,14,21,2,2009,5,1.2639851756753522
15.0,21,31,3,2014,0,5.172289650489002
7.3,13,11,12,2010,5,2.4977645498077705
11.0,19,2,3,2014,6,3.5024074848914557
8.9,9,31,8,2010,1,2.416416821883869
6.1,19,19,12,2010,6,1.293540852174112
6.5,2,21,6,2014,5,1.795501650601238
8.1,18,13,7,2009,0,2.2934163737946145
10.1,2,10,7,2011,6,4.285967772870203
4.5,6,16,11,2009,0,0.9756328359463065
6.0,13,17,3,2015,1,1.4105542246142035
9.0,18,18,6,2015,3,1.4886278156848787
6.0,8,10,1,2013,3,1.1002795101623781
5.5,3,2,5,2013,3,1.3007401260261013
7.7,13,14,7,2010,2,2.202136791257833
6.5,17,28,4,2012,5,1.7123251020937036
11.0,8,14,1,2013,0,3.729140566714046
11.0,8,7,8,2014,3,1.4173943239896973
6.9,4,5,12,2010,6,1.8092058995861737
9.7,22,3,6,2009,2,3.410320998089495
5.3,23,29,11,2010,0,0.8344583195568296
6.5,21,20,2,2014,3,1.0090088590386377
6.5,8,14,7,2009,1,1.5041831484874002
10.0,18,10,5,2015,6,2.7815698959722672
10.1,19,19,8,2010,3,4.1519567470454986
7.0,19,25,3,2013,0,1.408775865194498
4.0,6,31,1,2013,3,0.8582468293478056
12.9,18,28,5,2011,5,4.655218688680763
9.5,8,21,10,2012,6,2.8272676776975967
5.7,14,25,7,2009,5,1.5046472346934414
8.6,21,17,1,2009,5,3.0728381228159782
6.5,17,31,12,2009,3,1.911020108313705
6.1,21,8,2,2011,1,1.5494397271035587
11.3,15,27,12,2009,6,2.6144733682633
8.0,19,10,8,2013,5,2.6299797236594924
5.0,18,6,12,2014,5,1.3844753335101059
17.5,18,14,9,2014,6,2.3792129493853427
10.1,13,8,1,2011,5,4.022758206873636
10.5,18,31,7,2013,2,2.33915255206154
4.5,13,25,2,2014,1,0.8092925315809578
5.5,16,27,2,2013,2,1.0642700123413071
10.0,17,4,11,2014,1,3.0868732783688118
6.0,11,2,8,2014,5,1.0706986920108819
9.3,8,6,2,2012,0,3.5019319063686085
10.5,20,1,5,2010,5,2.6299118298254665
5.5,14,15,2,2015,6,0.8396518639416715
5.3,22,24,9,2009,3,1.5235961640535036
7.5,13,19,6,2014,3,2.117610296166138
12.0,19,5,6,2015,4,1.9372600820850632
11.3,3,4,3,2010,3,4.359425267676057
10.5,20,12,3,2012,0,3.5091408491681784
5.7,9,16,1,2009,4,1.4213379256074814
9.3,17,24,1,2012,1,1.952953018268677
5.7,7,5,6,2009,4,1.146712305307326
7.5,18,17,6,2014,1,2.2871563536395665
4.5,15,16,4,2013,1,0.6896650253654858
11.0,18,14,4,2013,6,3.5457494074624623
6.1,14,1,8,2011,0,0.8356936227141836
10.5,12,5,12,2012,2,3.380270366328921
6.5,18,17,4,2009,4,2.2227731769954655
5.7,10,5,1,2012,3,1.51818061081422
9.3,14,2,5,2011,0,3.1366044893362166
8.1,22,24,9,2010,4,3.49981457086278
10.9,16,3,2,2011,3,1.629591678822543
10.5,1,21,5,2013,1,2.6519642482087655
8.1,22,30,10,2009,4,1.6071713609342733
8.0,22,8,5,2015,4,1.0326536329589309
10.5,15,31,12,2010,4,2.0325215672330708
6.5,20,13,4,2015,0,1.8964876964849962
6.9,12,4,9,2009,4,1.183737086623453
6.1,12,25,1,2011,1,1.3894822406148566
4.5,15,5,8,2012,6,1.00660765975332
10.5,21,22,2,2012,2,3.5804437014969497
7.5,17,29,11,2013,4,2.3898488863808285
3.7,18,24,2,2012,4,0.487643216050298
8.9,10,23,3,2012,4,2.7134924574579076
4.5,9,20,10,2009,1,0.9802139203177588
6.1,18,17,9,2010,4,2.1383813982726116
7.3,11,23,3,2011,2,1.679591465165724
6.5,17,21,5,2013,1,1.1849750021572885
5.5,17,11,5,2013,5,0.8629978443159221
12.5,22,20,8,2011,5,3.520022155601453
9.5,17,20,12,2013,4,3.670825125302519
11.7,13,12,2,2012,6,3.37756573334823
12.0,11,26,5,2015,1,3.0832582574662983
6.9,23,12,2,2009,3,1.6513126387484673
12.5,11,18,2,2010,3,3.060371823351429
9.5,13,24,6,2013,0,2.1726008315964687
11.0,0,8,11,2013,4,3.8837042434971876
13.0,10,6,9,2012,3,2.482710662280072
7.7,15,2,6,2010,2,1.5727059719099694
12.1,15,15,8,2009,5,4.548963790269359
10.9,10,2,5,2009,5,3.9501790488527817
5.7,8,25,10,2011,1,1.4074132477772685
4.1,22,11,4,2011,0,0.5122103361411544
5.5,13,8,9,2013,6,1.8500209619391297
9.0,11,9,3,2014,6,2.495309371835943
8.5,20,2,2,2012,3,0.6029496691525451
6.9,10,22,4,2012,6,1.2285306679663688
14.5,13,3,9,2013,1,2.3447946717577355
5.3,9,23,4,2011,5,1.5843219087125553
4.1,17,14,7,2011,3,0.6605860097884562
8.1,22,9,2,2010,1,0.9290712235773564
15.0,19,11,6,2014,2,2.277325061733648
8.0,17,18,11,2014,1,0.9158810522647034
8.5,22,29,5,2013,2,2.1287221218086474
12.5,20,21,3,2012,2,4.408663242994426
10.0,22,11,5,2013,5,1.375010969845632
6.9,22,20,8,2010,4,2.4695625663563816
6.9,8,9,1,2012,0,1.4915674504950225
8.9,20,21,2,2010,6,2.9277832753739967
9.3,16,19,5,2012,5,1.7495315600982253
13.5,20,12,8,2014,1,3.4493122339037945
4.5,14,6,3,2014,3,1.0499755181826698
6.5,13,28,2,2009,5,1.0639335068532327
10.0,19,11,1,2013,4,2.1372814150902317
6.9,0,13,11,2011,6,1.5689586166457614
8.5,10,9,7,2013,1,1.341937711704145
12.0,17,2,3,2014,6,2.9746664587754745
6.5,19,27,6,2010,6,1.1684381759179046
10.5,13,17,1,2010,6,3.874089877703052
7.7,10,18,11,2009,2,2.4263177455495577
12.0,10,23,9,2013,0,1.8161824244617508
4.0,10,10,6,2014,1,0.7263447589324
7.0,16,9,5,2015,5,1.4750464764313473
4.0,9,26,7,2014,5,0.7153925616022242
10.9,11,15,10,2009,3,3.5985273679528764
9.7,2,3,7,2011,6,3.712203904218384
7.7,14,13,2,2011,6,1.4714934709882999
10.5,17,15,3,2014,5,2.9423952382330976
5.5,5,22,6,2014,6,1.464476918859989
6.9,21,11,7,2009,5,1.880992602730865
4.0,21,5,5,2013,6,0.5168685534682418
8.1,14,29,5,2011,6,4.241595646251914
8.0,22,16,6,2015,1,1.4440379724510706
16.0,20,5,6,2014,3,4.702882125857872
7.3,17,13,3,2011,6,2.091320955829889
4.0,5,15,9,2014,0,1.320808626718767
8.1,18,27,7,2009,0,3.091265827345325
4.9,8,3,7,2011,6,1.210019683928856
13.0,7,17,9,2013,1,2.4130227471606633
6.9,8,16,7,2009,3,2.471633347995229
6.0,8,11,10,2012,3,1.2434989738350983
4.5,0,31,3,2012,5,1.3095991794136606
8.0,2,6,10,2013,6,2.4107104824470453
12.1,16,9,5,2009,5,5.631983856224115
5.3,20,10,12,2010,4,1.107891217933027
9.7,17,2,7,2011,5,2.959401414294942
5.0,11,9,12,2014,1,0.9841820024521133
13.5,0,6,10,2012,5,4.400970368786644
4.5,10,21,6,2010,0,0.9854646623330204
8.9,22,15,12,2010,2,2.315437907492627
10.1,1,27,11,2010,5,4.807782223891209
7.3,9,27,10,2011,3,1.899287286628884
5.7,8,27,7,2010,1,1.400649619136329
9.0,11,1,5,2013,2,2.261790178769723
6.9,10,8,12,2011,3,1.3121737444776413
5.3,5,15,8,2012,2,1.33764871687294
5.3,23,28,8,2010,5,1.3250644456445055
5.3,2,14,10,2011,4,1.3549601999288723
6.9,13,20,7,2010,1,1.3238807355902864
7.5,20,19,6,2013,2,2.293003951120825
4.5,16,20,5,2010,3,1.390317093684897
4.9,14,17,1,2010,6,1.1427436054736475
9.0,18,5,6,2015,4,2.3150609233709925
4.9,9,8,5,2011,6,1.1785960032564877
16.5,1,28,12,2013,5,5.259179682379819
5.3,18,12,4,2012,3,1.5776111793650092
8.5,19,3,4,2013,2,1.9066961414559265
7.0,6,8,3,2013,4,1.8368642173416174
4.1,22,14,12,2010,1,0.36239259461793866
11.4,20,18,2,2009,2,4.780039215563477
5.5,16,22,3,2013,4,1.1645643841478266
8.9,2,15,5,2010,5,2.478912073500678
4.5,23,1,3,2014,5,0.6584027221393027
13.3,21,23,1,2011,6,4.47563493556049
10.5,15,6,9,2013,4,2.353025574727967
4.5,14,24,6,2013,0,0.5585022901587026
5.5,15,19,11,2014,2,0.9309643878394565
8.9,7,27,6,2011,0,4.4235142707684885
9.5,23,23,6,2014,0,2.6810727814193074
10.1,21,19,11,2009,3,2.6184437752910936
6.1,18,3,1,2010,6,1.5217036958512917
8.6,21,19,2,2009,3,1.7318690894694235
6.5,0,17,8,2011,2,1.5980833057580144
13.3,9,22,6,2010,1,2.3110339306358365
3.7,12,20,1,2012,4,0.4818539302480616
6.5,11,13,12,2010,0,1.6312666883581035
9.0,1,14,3,2015,5,2.0846202817937125
4.5,14,18,2,2011,4,1.0331230145367216
6.3,19,12,3,2009,3,1.148719232099397
8.5,17,1,7,2009,2,3.427153671269713
8.5,19,23,1,2013,2,1.634469358932128
4.9,10,6,8,2012,0,1.6226132674921245
3.3,12,20,10,2011,3,0.8396381004709026
7.7,14,15,1,2011,5,3.5966754095263345
7.3,11,7,2,2012,1,0.9464669427944957
12.9,23,27,5,2012,6,4.47445924301627
6.5,20,5,10,2011,2,1.8938310734057646
6.9,22,15,5,2009,4,1.5926409626896252
5.7,9,14,5,2010,4,1.3219893736203003
3.3,6,22,9,2011,3,0.3415572312759333
13.7,17,31,3,2012,5,5.5469567133561135
6.5,10,19,5,2013,6,1.6451953687858245
7.3,0,5,3,2009,3,2.6685019248842923
7.7,0,30,6,2011,3,2.3545527756659754
2.9,19,7,7,2011,3,0.4137617377298674
6.0,17,28,11,2013,3,1.6412693487031804
8.9,18,26,8,2009,2,2.4317733133495594
10.5,15,5,7,2014,5,3.535269513319764
13.3,17,7,6,2012,3,3.9152496088794138
11.0,1,2,10,2014,3,3.7320486232649226
6.5,2,7,7,2013,6,1.302981675253007
5.7,0,12,1,2011,2,1.5111378404015239
7.7,16,5,11,2011,5,2.6768928454484713
6.1,7,22,4,2010,3,1.977539772472147
5.3,18,3,10,2011,0,0.692360347990057
4.5,13,13,7,2012,4,0.5144566274286481
13.3,22,8,6,2012,4,5.652538462545479
8.9,8,21,7,2011,3,3.30034357305389
8.5,21,1,3,2013,4,2.3608887739197186
3.7,21,11,5,2011,2,0.7124264971141613
6.5,10,27,7,2010,1,2.186085275043032
6.0,17,5,11,2012,0,1.2875602873853214
4.9,20,15,12,2010,2,1.5767837749240123
7.3,10,23,9,2010,3,1.466194473113722
11.7,11,13,1,2010,2,4.426604781511523
7.7,23,17,11,2009,1,2.8221365572080988
4.0,18,30,11,2014,6,0.6651735830962479
9.7,22,31,7,2012,1,2.7367257273756733
6.9,15,2,4,2009,3,0.9332878402798226
5.7,0,8,12,2011,3,1.0324137394679265
6.1,20,28,6,2010,0,1.2017235036184508
9.7,17,11,5,2009,0,3.5852732929017312
6.5,21,23,8,2010,0,2.374584599967965
12.5,15,26,8,2014,1,3.872498200904527
6.0,14,2,10,2014,3,1.196623256154739
6.1,22,14,4,2010,2,2.2191566090757493
13.3,7,11,1,2012,2,4.838427160193727
11.5,18,12,8,2014,1,2.7789413180392515
10.9,17,4,4,2012,2,3.631476799275194
5.7,19,17,8,2011,2,1.2771890334655338
13.0,18,10,4,2015,4,2.849517281776931
7.3,7,22,1,2010,4,2.2054324411260993
10.5,9,1,5,2015,4,2.5531101274585577
6.0,14,22,12,2013,6,1.1835466614790906
8.0,0,24,5,2015,6,2.4203955915859434
13.7,8,27,6,2012,2,5.0555887685691685
4.1,2,29,4,2012,6,0.3639890423406175
4.5,13,9,5,2011,0,0.7658026712922608
3.7,19,25,5,2011,2,0.9420465133127331
10.9,18,26,6,2010,5,2.0278823518656686
4.5,16,8,7,2011,4,0.9280471381828659
4.1,21,17,3,2011,3,0.8464628833089534
7.3,8,9,2,2009,0,1.4957842125387066
4.1,8,20,12,2010,0,0.643034463584466
11.5,10,1,12,2014,0,2.5078331854531406
6.5,23,4,8,2012,5,1.66617551903543
5.5,7,12,7,2014,5,0.9532589625968182
10.1,23,12,7,2012,3,4.094026485847103
9.7,0,11,7,2010,6,2.485067496765767
17.3,11,23,6,2012,5,4.266017853673387
16.0,3,25,1,2014,5,5.132046467530729
9.5,9,14,9,2013,5,2.0200637366926366
8.0,18,14,11,2012,2,1.5413370451537385
4.5,23,30,11,2012,4,1.1799651465754042
14.5,6,20,1,2015,1,4.471574698944563
4.1,8,9,7,2012,0,0.5915058441293229
10.0,12,24,2,2013,6,2.730398314139507
12.9,2,11,2,2012,5,4.5633368425266685
12.9,19,25,11,2011,4,4.133269703470318
4.1,10,12,8,2012,6,1.2903817023949793
15.1,18,13,1,2009,1,5.200659497706716
4.0,22,13,10,2013,6,0.9590470719217331
8.5,4,30,10,2010,5,3.113889795979574
4.1,10,9,6,2010,2,0.5212992824409242
8.5,10,7,1,2010,3,1.873150458342774
17.0,11,3,3,2013,6,4.182595456733636
13.5,20,4,4,2014,4,3.8885963265459838
4.1,0,27,3,2009,4,0.5214079427897242
8.1,12,25,4,2011,0,2.523008041035973
17.0,0,30,6,2013,6,2.762667655518744
11.5,19,8,12,2014,0,2.9513509027978966
6.9,22,19,8,2011,4,2.1250697203510525
16.5,19,4,11,2013,0,5.636439829137263
8.0,14,22,10,2012,0,1.3455181823716225
8.1,8,9,10,2011,6,4.000255856748918
6.5,12,11,1,2011,1,1.9919131041153313
5.3,11,17,4,2012,1,1.0670497206101175
5.0,22,10,12,2014,2,1.0378539308780181
8.5,12,6,7,2009,0,2.949023915335881
12.9,18,23,8,2012,3,3.191395993382415
11.3,1,29,11,2010,0,4.353963985767068
8.5,2,23,10,2011,6,2.814443096010335
8.5,14,4,11,2013,0,1.6760244430115583
4.5,8,4,1,2012,2,1.088775345647509
4.9,16,1,6,2009,0,0.7653309586172101
9.7,8,1,2,2012,2,3.387596972143442
4.1,16,7,5,2012,0,1.1368588697444433
14.9,17,27,3,2011,6,5.222240001215041
9.5,21,14,11,2012,2,2.6987259107998574
9.0,23,6,4,2013,5,3.6263376147383832
6.1,0,16,8,2012,3,2.0097003860897944
12.5,1,25,3,2012,6,3.7038726260056407
9.0,12,8,12,2012,5,2.4874408114490674
6.5,10,24,3,2015,1,1.2488840081286392
5.7,13,28,6,2012,3,1.4065310818237735
4.5,12,8,11,2012,3,0.5639712334254309
5.0,14,27,8,2014,2,0.9960366165907427
10.1,1,24,3,2010,2,2.993551139493563
7.3,20,18,1,2009,6,2.6303085068204615
3.3,10,6,9,2011,1,0.492067162596771
4.5,15,30,9,2010,3,0.8696135294267071
5.5,17,17,11,2014,0,0.8604923821937664
6.9,21,6,7,2010,1,2.02060028150609
3.5,15,16,5,2013,3,0.3627345255313074
10.5,14,20,5,2012,6,1.5167233331096779
8.5,7,13,12,2013,4,2.5925720105926255
6.5,13,9,11,2009,0,1.3152743686297175
9.5,17,25,5,2014,6,2.776613743757912
6.9,19,4,6,2012,0,1.8235903807279472
12.5,19,25,2,2013,0,4.532216571860019
8.5,14,15,6,2013,5,2.116673480816463
7.7,3,22,7,2012,6,1.9656979150512963
8.5,11,19,12,2011,0,2.63615492435764
4.5,15,9,9,2014,1,0.7663778086554507
6.9,23,12,11,2009,3,1.8584855013714674
8.5,1,29,12,2012,5,2.3133681518303275
8.1,22,2,8,2011,1,3.3149273171829408
6.0,12,9,11,2013,5,0.9163346374177472
5.7,11,5,6,2009,4,0.7128271793227535
8.5,0,18,10,2012,3,2.247879935609161
4.1,13,3,7,2012,1,0.7840746375002876
9.7,8,18,2,2009,2,3.4960130980237136
9.3,8,24,8,2009,0,2.0054457430266575
4.5,19,21,5,2010,4,0.8943404179472269
5.0,18,7,10,2014,1,0.9402129794445252
6.5,16,6,2,2010,5,1.5908086030265298
11.7,22,8,7,2009,2,4.177355429454104
9.5,20,14,9,2014,6,2.8097041680645227
14.0,1,22,11,2012,3,3.0392759708952806
7.3,19,2,5,2012,2,1.2163238832463694
6.1,16,12,2,2010,4,1.1036966238615302
5.3,16,26,1,2010,1,1.4307914501040409
5.0,2,31,3,2013,6,0.8568637480948154
3.5,23,23,10,2012,1,0.6654734341354729
5.0,19,19,4,2013,4,0.6130580511785799
4.5,6,5,4,2010,0,1.0755207387578203
13.5,20,7,4,2013,6,1.733128998971922
12.5,17,2,6,2011,3,4.799131253707296
5.0,8,2,11,2012,4,1.1252132546807343
6.1,14,5,11,2011,5,1.5546299946239117
3.3,0,23,11,2011,2,0.56890460209966
4.1,22,6,3,2011,6,0.8291307933003595
7.7,8,5,10,2010,1,2.0370407443346035
7.7,21,30,9,2011,4,2.013078298005324
5.0,21,12,6,2013,2,0.9382177913194331
5.7,22,28,1,2012,5,0.9414178846763541
8.5,8,12,3,2013,1,1.4963871845470422
8.1,17,11,8,2012,5,0.9768610585084656
11.7,2,25,7,2009,5,5.155530657128852
4.1,6,20,7,2010,1,0.9500939265142576
8.9,0,17,2,2011,3,3.907002070941403
4.9,13,17,4,2010,5,1.0158988310949444
7.0,14,1,4,2014,1,1.4530417858225624
5.7,9,18,1,2012,2,0.9662829420881482
9.5,21,17,2,2015,1,2.7765441727792144
14.5,14,30,7,2010,4,5.673194198906612
9.0,14,31,8,2013,5,2.9089491526743254
7.3,3,17,3,2012,5,2.3324773620076082
11.5,10,16,7,2014,2,2.2073758506106302
14.5,12,20,1,2015,1,3.973468673174852
4.5,12,19,6,2012,1,0.7093680700958207
5.5,14,2,10,2012,1,1.2889549120556756
9.5,12,7,4,2014,0,1.5486916519036202
8.5,22,30,10,2013,2,2.495367830868797
6.9,14,27,5,2011,4,2.336454240693313
9.5,12,11,9,2012,1,1.5939744796184772
9.5,23,7,11,2013,3,2.1537510357877983
8.0,20,19,10,2014,6,2.6444570587109433
7.3,16,9,12,2011,4,2.550949455195147
6.1,9,18,10,2010,0,1.0560580069124077
5.0,21,8,7,2013,0,0.7774635985581952
7.7,22,28,11,2010,6,2.038889175042942
6.5,20,24,6,2013,0,1.3010752938127828
6.5,11,14,1,2015,2,1.8642672124602215
8.5,8,4,9,2009,4,2.2851708306184135
7.0,21,9,5,2014,4,0.9001614314203353
4.5,1,20,11,2011,6,1.1671021684287632
6.1,12,11,12,2011,6,1.1330460529275743
8.5,21,5,12,2013,3,1.9411055331591558
3.5,11,31,12,2012,0,0.48672531671604063
6.9,22,3,6,2011,4,2.4436492567746093
4.1,8,14,1,2010,3,1.309708814129189
4.5,10,14,11,2014,4,0.9051664703921192
7.5,23,21,10,2013,0,1.266685561177538
10.5,15,11,9,2011,6,4.089303419192938
5.7,16,1,2,2009,6,2.1390167067674413
10.1,23,24,8,2011,2,2.8734224534156536
4.9,15,7,7,2009,1,1.3494075252725664
8.0,11,20,4,2015,0,1.330253893340904
6.0,15,14,6,2014,5,1.2806343960654119
4.5,10,14,10,2012,6,0.6283836098603887
10.0,14,5,12,2014,4,2.568309951265542
6.5,20,10,8,2013,5,1.8406784593929673
16.5,19,22,10,2013,1,4.705646016654244
11.7,20,10,4,2011,6,3.6723094018894025
11.5,19,20,6,2013,3,1.5771477502761562
4.5,7,24,9,2010,4,1.3413595501991613
6.5,6,28,6,2011,1,2.2009515052412
9.0,18,16,12,2014,1,1.6167080590859426
14.0,11,6,4,2013,5,3.4218353187668322
8.9,14,17,5,2010,0,3.947232529170045
4.9,23,4,5,2011,2,1.3008502646274036
13.5,15,27,8,2013,1,3.10293117951406
9.3,18,29,11,2010,0,4.163599931782416
6.9,18,12,12,2009,5,1.9670597501192337
10.5,23,21,6,2013,4,3.4860004041532364
17.3,21,13,12,2011,1,4.692874454581355
8.5,17,28,12,2009,0,2.891613564058081
5.3,12,1,5,2012,1,1.180329399337559
5.0,19,27,6,2013,3,0.5563202327797073
8.0,18,9,5,2014,4,1.3111837444684111
