,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
22083705,12:09.0,7.7,2012-02-06 22:12:09 UTC,-73.992491,40.726643,-73.992149,40.749196,1
51809417,55:12.0,9,2013-01-22 19:55:12 UTC,-73.982107,40.757956,-73.985065,40.735972,1
42320294,14:45.0,9.3,2011-08-30 21:14:45 UTC,-73.984466,40.754459,-73.983413,40.726352,2
40541385,15:00.0,13.3,2010-04-13 10:15:00 UTC,-73.990993,40.765175,-74.013562,40.715435,1
46126936,49:00.0,5,2013-07-24 09:49:00 UTC,-73.976912,40.750595,-73.982887,40.740427,1
12610969,44:01.0,14.5,2012-10-19 21:44:01 UTC,-73.989034,40.721584,-73.94772,40.776084,1
33622599,10:31.0,16.1,2012-04-29 11:10:31 UTC,-73.977184,40.74499,-73.96698,40.798616,1
53695507,24:02.0,20.9,2010-01-06 21:24:02 UTC,-73.95239,40.78975,-73.913412,40.889073,1
48947516,13:00.0,7.7,2012-02-03 17:13:00 UTC,-73.98132,40.763865,-73.9605,40.769777,1
6517924,23:00.0,7.3,2011-09-03 20:23:00 UTC,-73.997098,40.728873,-74.006617,40.707173,1
27017727,00:42.0,6.5,2012-02-29 20:00:42 UTC,-73.959852,40.820058,-73.944145,40.823895,1
26960748,47:00.0,10,2013-08-09 22:47:00 UTC,-73.974692,40.744255,-74.010982,40.709025,1
50952002,10:00.0,5.3,2009-03-12 10:10:00 UTC,-73.997617,40.74652,-73.990227,40.755202,1
5818799,35:00.0,10.1,2011-04-28 22:35:00 UTC,-73.963292,40.71122,-73.975765,40.714958,1
6096160,21:00.0,3.7,2009-03-30 18:21:00 UTC,-73.997822,40.751468,-73.996722,40.74758,1
32753750,54:06.0,6.5,2012-07-05 22:54:06 UTC,-73.964553,40.760537,-73.980729,40.737735,1
25141210,00:37.0,4.9,2010-04-21 09:00:37 UTC,-73.965363,40.762796,-73.974517,40.761493,2
53843165,58:45.0,7.3,2010-02-12 21:58:45 UTC,-73.989153,40.720467,-73.971953,40.747304,1
2675188,26:21.0,6.5,2015-05-02 21:26:21 UTC,-73.97835541,40.74147034,-73.97681427,40.7518692,1
14086312,45:00.0,3.5,2013-09-28 00:45:00 UTC,-73.990792,40.730322,-73.98995,40.735177,1
12392974,58:44.0,8.9,2010-04-01 21:58:44 UTC,-73.999307,40.74478,-73.981493,40.780089,1
47995213,08:00.0,6,2013-04-20 15:08:00 UTC,-73.953957,40.77899,-73.940215,40.797677,1
49783985,14:00.0,8.9,2010-01-27 10:14:00 UTC,-73.976407,40.752275,-74.002467,40.760775,1
29994114,13:16.0,4,2015-03-01 13:13:16 UTC,-73.99038696,40.76652145,-73.98374176,40.77555847,1
26102516,08:57.0,19,2015-05-20 03:08:57 UTC,-73.97793579,40.72935486,-73.92653656,40.76575851,1
28805522,51:42.0,9.7,2009-12-18 07:51:42 UTC,-73.995397,40.749464,-73.98116,40.725176,1
26121599,56:49.0,8.9,2009-12-11 21:56:49 UTC,-73.985309,40.738831,-74.007701,40.740219,2
44218321,53:00.0,4,2014-01-02 05:53:00 UTC,-73.999,40.73456,-73.991398,40.7382,2
46915247,28:49.0,5.7,2009-05-05 23:28:49 UTC,-73.97095,40.783192,-73.953361,40.778587,1
54988342,23:54.0,4,2013-02-04 11:23:54 UTC,-73.9983,40.728885,-73.992456,40.734349,1
29879718,55:06.0,6.5,2015-04-05 10:55:06 UTC,-73.97849274,40.73660278,-73.98052979,40.74833679,1
25637160,44:54.0,7.7,2011-05-06 20:44:54 UTC,-73.965137,40.755154,-73.971541,40.766182,3
25690132,34:02.0,4.1,2009-11-27 00:34:02 UTC,-74.006065,40.744907,-73.998085,40.75078,1
2582193,54:11.0,7,2013-09-05 23:54:11 UTC,-73.982445,40.768252,-73.97863,40.784107,2
16016263,23:00.0,13,2013-12-26 09:23:00 UTC,-73.976072,40.7484,-73.991677,40.749947,1
50033560,18:03.0,6.5,2010-09-07 19:18:03 UTC,-74.004702,40.748112,-73.991067,40.703243,1
7031289,50:00.0,5.7,2011-03-24 00:50:00 UTC,-73.982033,40.778678,-73.993603,40.757125,3
6238041,59:41.0,4.5,2015-05-13 21:59:41 UTC,-73.96650696,40.75795364,-73.9624939,40.76225281,1
8275565,09:00.0,4.1,2011-10-31 04:09:00 UTC,-73.988907,40.721813,-73.995083,40.719767,1
52567405,52:52.0,5.7,2012-06-13 08:52:52 UTC,-73.991764,40.729784,-73.985995,40.741181,1
12585145,51:00.0,8.5,2013-02-04 09:51:00 UTC,-73.974913,40.757857,-73.991182,40.74537,5
45508160,09:00.0,10,2014-07-25 21:09:00 UTC,-74.00586,40.717682,-73.994785,40.750355,1
21290123,57:00.0,15.5,2012-11-10 22:57:00 UTC,-73.985435,40.753782,-74.009957,40.721117,1
33528020,21:00.0,8.5,2010-04-01 15:21:00 UTC,-73.971455,40.782563,-73.982363,40.758583,1
39206925,07:00.0,73.5,2012-10-28 18:07:00 UTC,-74.002573,40.749852,-74.18702,40.693402,6
36338667,22:00.0,11.7,2009-12-20 19:22:00 UTC,-73.97176,40.794965,-73.971333,40.762773,1
33985233,27:00.0,9,2014-07-25 16:27:00 UTC,-73.987447,40.744727,-73.9914,40.750257,6
14541448,35:42.0,8.9,2012-06-18 14:35:42 UTC,-73.782478,40.644153,-73.78594,40.638907,2
39989709,10:00.0,13.3,2011-11-30 22:10:00 UTC,-73.94552,40.745835,-73.980877,40.778363,1
55348865,25:01.0,16.5,2015-03-23 20:25:01 UTC,-73.95822144,40.7731781,-73.97749329,40.71333313,1
3069862,07:54.0,4.9,2009-12-30 22:07:54 UTC,-73.976375,40.755096,-73.979834,40.763402,1
28624071,01:06.0,5,2015-05-26 20:01:06 UTC,-73.98213196,40.76884842,-73.99303436,40.76804733,1
48698330,47:49.0,15,2014-11-14 07:47:49 UTC,-74.005998,40.717753,-73.97515,40.756268,1
49155513,37:40.0,9.7,2012-06-30 13:37:40 UTC,-74.000729,40.74755,-73.994802,40.723477,2
17704551,28:26.0,5,2014-06-27 07:28:26 UTC,-73.950763,40.781048,-73.958542,40.777413,1
9216816,56:36.0,4.9,2009-12-08 19:56:36 UTC,-73.970665,40.756206,-73.959953,40.767695,1
41696038,55:49.0,9.5,2012-12-20 01:55:49 UTC,-73.982015,40.77535,-74.003827,40.742005,1
38239319,39:00.0,7.3,2010-09-05 15:39:00 UTC,-73.97835,40.763308,-73.990998,40.751473,1
54588094,48:00.0,4.5,2009-11-13 14:48:00 UTC,-73.974212,40.746402,-73.980987,40.741757,5
34711390,40:55.0,7.7,2011-05-26 03:40:55 UTC,-74.001594,40.730751,-74.010119,40.71122,2
5229152,47:00.0,17.3,2009-11-13 18:47:00 UTC,0,0,0,0,5
5460208,14:54.0,6,2015-02-18 09:14:54 UTC,-73.9770813,40.74913025,-73.97498322,40.74170685,1
34484809,39:00.0,12.5,2014-12-05 00:39:00 UTC,-73.990715,40.730427,-74.00583,40.754122,1
44274234,00:00.0,49.15,2009-06-19 17:00:00 UTC,-73.778073,40.646665,-73.97209,40.781882,3
48754843,57:00.0,9.5,2013-03-28 19:57:00 UTC,-73.986552,40.749192,-73.977003,40.748662,3
40648486,11:00.0,7.5,2013-07-14 12:11:00 UTC,-73.972967,40.756412,-73.966335,40.772197,5
3994893,05:00.0,8.9,2012-07-04 20:05:00 UTC,-73.981142,40.738,-74.009733,40.726057,2
38434264,31:27.0,9.5,2013-05-06 07:31:27 UTC,-73.975294,40.756254,-73.98203,40.773799,1
27914583,18:08.0,11.5,2013-03-28 00:18:08 UTC,0,0,0,0,1
29176033,13:11.0,9.5,2013-10-19 11:13:11 UTC,-73.966225,40.794767,-73.954012,40.779063,4
6821371,42:00.0,3.7,2010-09-17 09:42:00 UTC,-73.963507,40.767605,-73.956882,40.764702,5
44313345,50:53.0,47.5,2012-10-31 10:50:53 UTC,-74.006676,40.705151,-73.973303,40.786906,1
47169924,05:00.0,6.1,2009-06-29 13:05:00 UTC,-73.989362,40.75804,-73.988195,40.751302,1
39950827,39:42.0,6.1,2010-09-19 02:39:42 UTC,-74.003026,40.733501,-73.997347,40.721625,3
38031680,09:58.0,7.5,2015-05-07 21:09:58 UTC,-73.9865799,40.74327087,-73.9701767,40.75379944,4
39948684,58:39.0,3.3,2011-05-31 07:58:39 UTC,-73.993347,40.72983,-73.996894,40.725355,1
14703375,26:15.0,14.1,2009-10-03 22:26:15 UTC,-73.949536,40.785232,-73.990304,40.738593,1
852521,55:00.0,15.3,2011-01-19 01:55:00 UTC,-73.971687,40.755208,-73.98735,40.711485,1
32592381,51:00.0,6.1,2009-08-17 12:51:00 UTC,-73.997023,40.737088,-73.98472,40.732237,3
37478633,35:00.0,30.33,2014-11-24 18:35:00 UTC,-73.865868,40.77104,-73.979157,40.748722,5
8177792,17:52.0,5.5,2014-11-09 16:17:52 UTC,-73.963601,40.761858,-73.975757,40.753781,1
49007190,53:00.0,6.5,2011-10-04 15:53:00 UTC,-73.95993,40.77371,-73.969957,40.761552,1
51416160,51:00.0,4.5,2014-05-19 16:51:00 UTC,-74.00659,40.731827,-74.000138,40.738775,1
10153809,38:28.0,14.5,2013-01-19 23:38:28 UTC,-73.993941,40.727213,-73.982958,40.765928,1
27792650,21:08.0,20,2013-01-14 19:21:08 UTC,-73.982003,40.758168,-74.01536,40.706477,1
4370955,47:15.0,2.5,2010-08-05 23:47:15 UTC,-73.989299,40.721109,-73.988783,40.721338,1
28222722,40:00.0,10,2012-09-21 08:40:00 UTC,-73.986213,40.73054,-73.991018,40.750278,1
45377638,04:00.0,6.5,2014-02-10 19:04:00 UTC,-73.992943,40.737012,-74.0008,40.727012,1
33318623,04:00.0,11.5,2014-02-06 11:04:00 UTC,-73.988172,40.749107,-73.972717,40.76343,1
33854568,32:45.0,7,2013-08-06 07:32:45 UTC,-73.994233,40.750759,-73.980173,40.763205,1
52867406,47:02.0,10.1,2011-09-01 04:47:02 UTC,-73.991338,40.739651,-74.007745,40.704898,1
926810,19:00.0,13.7,2009-07-11 03:19:00 UTC,-73.990253,40.72507,-73.962997,40.672773,2
13301046,15:39.0,4,2014-01-26 16:15:39 UTC,-74.009936,40.702918,-74.006131,40.709379,3
21441441,37:15.0,8,2015-05-26 21:37:15 UTC,-73.97588348,40.75772095,-73.95885468,40.78188705,1
50879161,13:00.0,5.7,2009-11-06 21:13:00 UTC,-73.980622,40.76398,-73.979487,40.754823,1
2498519,40:25.0,14.5,2011-10-09 03:40:25 UTC,-73.983391,40.726357,-73.993525,40.700198,1
28193182,05:00.0,4.9,2009-07-08 23:05:00 UTC,-73.986858,40.756297,-73.997482,40.741658,5
20617727,55:00.0,26.1,2011-07-25 19:55:00 UTC,-73.863297,40.769928,-74.00877,40.711388,1
33766088,58:00.0,8,2012-12-23 18:58:00 UTC,-73.977833,40.773455,-73.956507,40.767945,2
52342241,07:43.0,25.3,2009-10-17 19:07:43 UTC,-74.00203,40.71922,-73.952118,40.626158,2
16308061,29:00.0,14.5,2013-03-28 06:29:00 UTC,-74.015917,40.709482,-73.989062,40.759157,6
16519034,22:00.0,4.5,2012-04-12 15:22:00 UTC,-73.99475,40.74009,-73.991245,40.745155,5
30649139,41:17.0,8.1,2010-12-30 13:41:17 UTC,-73.955742,40.77974,-73.972651,40.780854,4
41080531,39:00.0,90.75,2013-03-19 14:39:00 UTC,-73.96133,40.80192,-74.176798,40.694337,1
50376907,10:27.0,4.9,2010-09-23 13:10:27 UTC,-73.957909,40.78045,-73.970486,40.78583,1
10832781,57:00.0,7.5,2012-10-01 09:57:00 UTC,-74.001493,40.730907,-74.007285,40.71804,1
17816586,10:00.0,10,2014-04-25 08:10:00 UTC,-73.98153,40.771372,0,0,6
25449022,46:00.0,17.5,2014-10-06 11:46:00 UTC,-73.982002,40.778723,-73.946402,40.818133,5
32240894,29:05.0,6.9,2011-10-14 08:29:05 UTC,-73.999291,40.680034,-73.993502,40.695534,1
2887955,42:37.0,4.1,2009-07-23 06:42:37 UTC,-73.994808,40.750364,-74.003027,40.754465,1
29497978,31:50.0,8.5,2015-03-02 07:31:50 UTC,-73.96841431,40.76135254,-73.98918915,40.7560997,5
5653670,25:49.0,3.7,2012-04-11 18:25:49 UTC,-73.951782,40.778124,-73.957789,40.769793,2
39673483,35:57.0,8.5,2010-06-03 09:35:57 UTC,-73.998072,40.740899,-73.993781,40.766976,1
12588205,01:00.0,7.5,2012-11-16 14:01:00 UTC,-73.959575,40.779657,-73.975847,40.776352,1
462275,10:52.0,5.7,2010-01-06 15:10:52 UTC,-73.971368,40.763691,-73.958869,40.763768,1
50027319,29:25.0,6.5,2009-12-14 17:29:25 UTC,-73.98525,40.744595,-73.979104,40.761121,1
12846732,25:01.0,8.5,2013-02-01 21:25:01 UTC,-74.002552,40.733685,-74.014454,40.717375,1
19836024,42:00.0,12,2014-07-12 06:42:00 UTC,-73.981712,40.73704,-73.987175,40.695275,1
24206784,20:00.0,6.9,2012-01-15 16:20:00 UTC,-73.963913,40.765217,-73.98325,40.775598,4
23909505,41:10.0,7.3,2010-06-21 21:41:10 UTC,-73.97294,40.793286,-73.987248,40.770756,1
42524626,41:00.0,8,2013-10-13 01:41:00 UTC,-73.989527,40.757582,-74.00477,40.741937,2
25973766,58:04.0,6.5,2011-01-15 03:58:04 UTC,-74.00689,40.744204,-74.004652,40.725629,1
43352383,51:25.0,11.3,2010-05-19 18:51:25 UTC,-73.981705,40.763294,-74.007478,40.717767,1
45107857,58:02.0,5.5,2013-07-17 22:58:02 UTC,-73.952583,40.78116,-73.938398,40.792383,1
1834706,02:00.0,24,2014-05-13 12:02:00 UTC,-73.97723,40.75362,-74.01431,40.71395,5
2463351,13:44.0,6,2015-05-26 14:13:44 UTC,-73.97949982,40.77764893,-73.97126007,40.76848602,4
48399118,05:08.0,18,2015-04-29 23:05:08 UTC,-73.98719025,40.74507904,-73.97200012,40.69318008,1
16414724,07:19.0,3.7,2010-05-05 14:07:19 UTC,-73.985611,40.727569,-73.986554,40.733275,2
44272853,56:00.0,7.3,2012-08-10 09:56:00 UTC,-73.961342,40.760142,-73.958302,40.772645,2
50625597,40:00.0,4.1,2012-05-31 22:40:00 UTC,-73.979085,40.763292,-73.970212,40.76059,1
11695371,53:00.0,6.5,2009-04-14 10:53:00 UTC,-73.97631,40.748135,-73.983463,40.754555,1
10197236,56:00.0,4.9,2011-05-05 05:56:00 UTC,-73.991452,40.751368,-73.97993,40.760322,1
16298552,25:20.0,6,2014-11-08 18:25:20 UTC,-73.989158,40.736866,-73.99084,40.728273,1
45298920,57:50.0,4.5,2014-05-01 08:57:50 UTC,-73.96541,40.759213,-73.9681,40.75154,1
7366332,42:56.0,10,2013-06-23 20:42:56 UTC,-73.944862,40.774845,-73.972778,40.74659,1
26147107,58:04.0,4.9,2010-08-01 23:58:04 UTC,-74.008153,40.740421,-73.995417,40.744865,1
36244015,59:29.0,3.7,2009-03-09 05:59:29 UTC,-73.968217,40.761933,-73.973355,40.754798,1
10335170,12:00.0,17,2013-02-11 08:12:00 UTC,-73.97466,40.76507,-73.96122,40.796625,1
40058924,46:49.0,13,2013-10-09 12:46:49 UTC,-73.960105,40.762695,-73.982312,40.731343,1
4468590,55:00.0,12.5,2013-09-20 16:55:00 UTC,-74.01032,40.734177,-74.009325,40.706747,2
37303391,17:00.0,49.8,2012-05-30 18:17:00 UTC,-74.001142,40.736128,-73.790173,40.646868,5
24511078,29:38.0,8.5,2014-09-09 19:29:38 UTC,-73.970162,40.760002,-73.979013,40.763097,1
9150203,17:20.0,4.5,2010-04-15 13:17:20 UTC,-73.978318,40.78626,-73.977773,40.781205,1
40994925,14:00.0,4.5,2009-11-01 02:14:00 UTC,-73.985805,40.75962,-73.985558,40.767888,5
51964258,20:35.0,13.3,2012-02-22 03:20:35 UTC,-73.964756,40.807186,-73.997462,40.753768,1
31718877,54:00.0,4.1,2010-06-26 09:54:00 UTC,-73.970552,40.756782,-73.977135,40.75188,2
11810250,09:20.0,19,2015-06-15 16:09:20 UTC,-73.97838593,40.78620529,-73.99539185,40.76123047,6
22394924,33:00.0,8.5,2014-04-15 14:33:00 UTC,-73.966677,40.76179,-73.959077,40.78109,2
5337908,27:33.0,8,2015-04-03 07:27:33 UTC,-74.00812531,40.72603989,-74.0114975,40.70892334,1
15303783,35:50.0,5.7,2009-01-17 13:35:50 UTC,-73.974092,40.744116,-73.975035,40.752108,1
38809257,37:57.0,11.7,2010-01-28 21:37:57 UTC,-74.009937,40.720202,-73.979547,40.736505,1
52557328,18:00.0,9.7,2010-11-02 13:18:00 UTC,-73.985187,40.732163,-73.959778,40.709053,1
29115312,27:12.0,15,2014-08-13 20:27:12 UTC,-73.993279,40.729777,-73.951746,40.710841,1
38648728,37:00.0,16.9,2011-11-19 18:37:00 UTC,-73.968728,40.764488,-74.00005,40.720548,2
19330126,37:00.0,9.7,2011-05-20 12:37:00 UTC,-74.157853,40.57964,-74.162397,40.578852,1
38189767,44:56.0,7,2015-04-20 13:44:56 UTC,-74.00384521,40.74179459,-73.99080658,40.74005127,1
36833674,31:26.0,8.5,2013-01-17 15:31:26 UTC,-73.981332,40.781061,-73.966112,40.80487,1
49182152,50:02.0,9,2013-10-09 08:50:02 UTC,-73.974697,40.755625,-73.988813,40.743936,1
28555141,10:20.0,8.9,2011-03-27 15:10:20 UTC,-73.978586,40.761981,-73.983283,40.741601,1
32335802,34:00.0,4.9,2012-02-14 22:34:00 UTC,-73.988235,40.731192,-73.995048,40.722812,3
19100807,37:38.0,14,2015-06-13 12:37:38 UTC,-73.98982239,40.76208496,-73.96540833,40.8054657,1
17778729,06:00.0,4.5,2011-10-30 17:06:00 UTC,-73.981322,40.73697,-73.989925,40.735477,2
21506530,41:00.0,5.3,2010-05-10 21:41:00 UTC,-73.986493,40.76688,-73.99283,40.756798,1
4181501,54:00.0,7.3,2011-07-28 06:54:00 UTC,-73.952605,40.783845,-73.973212,40.756385,4
49086162,53:16.0,4.5,2010-09-28 19:53:16 UTC,-74.00397,40.732898,-74.002362,40.739829,2
51516962,38:23.0,13.7,2011-09-25 15:38:23 UTC,-73.986184,40.767389,-73.986937,40.731471,1
17858783,48:00.0,8,2013-07-06 11:48:00 UTC,-73.991487,40.735242,-73.9999,40.719167,1
35601477,17:53.0,8,2012-10-11 20:17:53 UTC,-73.968,40.755807,-73.980972,40.733948,1
25255529,17:19.0,10.1,2009-06-25 08:17:19 UTC,-73.956612,40.771389,-73.982614,40.751289,1
8302398,14:03.0,4.1,2011-08-20 19:14:03 UTC,-73.94478,40.787329,-73.951783,40.777909,1
25689706,57:00.0,12,2012-11-08 21:57:00 UTC,-73.965917,40.765622,-73.98732,40.736105,1
43744957,54:00.0,7.5,2013-01-31 16:54:00 UTC,-73.996952,40.756212,-73.978807,40.750957,6
48181207,45:00.0,6,2013-12-09 02:45:00 UTC,-74.004995,40.720722,-73.993357,40.721732,1
52150498,18:33.0,45.04,2015-06-16 17:18:33 UTC,-73.87439728,40.77397537,-73.98400879,40.7578125,1
11370706,30:48.0,15,2014-09-15 02:30:48 UTC,-73.95699,40.777638,-74.007387,40.73284,1
34819345,01:58.0,14.1,2012-07-10 22:01:58 UTC,-73.965719,40.760383,-73.947252,40.713575,2
52896409,15:20.0,8.1,2011-02-11 16:15:20 UTC,-73.962333,40.809756,-73.939985,40.811217,1
26059384,24:00.0,6.5,2011-11-17 19:24:00 UTC,-73.970187,40.785632,-73.952817,40.776473,1
24606185,08:16.0,13.3,2009-06-27 03:08:16 UTC,-74.004418,40.733198,-73.972432,40.785735,3
40493686,48:39.0,12.9,2009-12-18 17:48:39 UTC,-73.976489,40.749093,-73.950991,40.775086,1
7574984,41:38.0,8.5,2014-08-07 00:41:38 UTC,-74.006033,40.713927,-73.991368,40.727667,1
21946679,13:00.0,5.3,2009-03-24 23:13:00 UTC,-73.975335,40.741373,-73.977302,40.751965,1
11716560,22:00.0,10.5,2009-12-02 17:22:00 UTC,-74.01457,40.7169,-73.987663,40.741417,1
14364315,21:00.0,57.33,2013-04-30 15:21:00 UTC,-73.786447,40.641332,-73.99295,40.756377,2
50982053,19:00.0,5.7,2010-02-25 18:19:00 UTC,-73.972637,40.78593,-73.969057,40.801037,5
6752198,46:38.0,7.5,2013-02-06 07:46:38 UTC,-73.96435,40.776225,-73.979438,40.755168,1
8594775,01:00.0,3.5,2013-03-05 20:01:00 UTC,-73.967795,40.75212,-73.970252,40.752582,1
52857908,09:00.0,11.3,2010-10-12 22:09:00 UTC,-74.007173,40.734988,-73.97298,40.75517,1
30768267,44:13.0,4.9,2011-10-12 12:44:13 UTC,-73.977706,40.75316,-73.973043,40.760287,1
31376952,01:00.0,35,2014-11-03 08:01:00 UTC,-73.87108,40.773867,-74.00665,40.711982,1
46943898,55:23.0,8,2013-09-19 14:55:23 UTC,-73.954274,40.764234,-73.946097,40.777262,1
18476599,42:48.0,5,2012-12-24 07:42:48 UTC,-73.979992,40.745895,-73.973053,40.759158,1
13479746,53:13.0,4.5,2011-06-18 08:53:13 UTC,-73.988367,40.769318,-73.979991,40.781054,1
40498843,45:00.0,7.3,2010-12-13 21:45:00 UTC,-73.987032,40.776235,-73.98802,40.755208,2
3131411,12:34.0,7.3,2011-04-10 02:12:34 UTC,-73.966742,40.757392,-73.986256,40.751777,1
25521779,20:10.0,11.3,2009-11-19 20:20:10 UTC,-74.00778,40.732209,-73.980444,40.74263,1
42751036,45:00.0,12.5,2011-12-12 13:45:00 UTC,-74.016323,40.711652,-73.984207,40.725277,4
5959623,48:00.0,6.5,2012-07-28 19:48:00 UTC,-73.981707,40.766682,-73.985932,40.760667,1
32129645,44:03.0,6.1,2009-10-20 07:44:03 UTC,-73.985593,40.744334,-73.971874,40.757956,1
43398427,48:00.0,6.5,2014-01-22 23:48:00 UTC,-73.9917,40.73857,-73.991347,40.684672,2
8732250,36:00.0,5.5,2013-03-26 19:36:00 UTC,-73.969038,40.754362,-73.9824,40.76259,1
9152006,48:03.0,14.5,2013-11-15 13:48:03 UTC,-73.968215,40.762142,-73.974949,40.782824,1
12196018,33:46.0,10,2014-10-31 14:33:46 UTC,-74.007991,40.723511,-73.994271,40.72114,1
53756769,45:16.0,5,2013-09-07 15:45:16 UTC,-73.960018,40.776249,-73.962486,40.767359,1
1260163,58:00.0,7,2013-08-12 21:58:00 UTC,-73.970997,40.754992,-73.981798,40.76293,5
815867,08:00.0,6.1,2011-07-27 01:08:00 UTC,-73.997525,40.721423,-73.983367,40.722152,1
10039171,29:00.0,19.3,2010-01-28 23:29:00 UTC,-73.98376,40.743695,-73.98949,40.668252,1
24622463,02:00.0,6.1,2012-08-09 13:02:00 UTC,-74.001433,40.732062,-73.990052,40.732352,5
44694736,03:00.0,16.5,2010-08-27 00:03:00 UTC,-73.947818,40.790237,-73.985668,40.722997,3
22699539,55:43.0,4.9,2010-04-07 17:55:43 UTC,-73.982222,40.762571,-73.986196,40.759102,1
49368977,13:00.0,6.5,2014-05-16 01:13:00 UTC,-73.988395,40.74968,-73.972415,40.755617,5
27780482,59:27.0,4.1,2012-05-30 22:59:27 UTC,-73.996155,40.739583,-74.003671,40.738136,1
17570855,18:00.0,10.1,2011-01-28 17:18:00 UTC,-73.975552,40.792275,-73.948118,40.80128,1
52130723,22:44.0,7,2014-12-29 21:22:44 UTC,-73.961958,40.763852,-73.981732,40.764906,1
49477858,47:00.0,6.5,2013-05-15 22:47:00 UTC,-73.987868,40.740925,-73.976222,40.75836,1
47493294,28:34.0,34.3,2012-10-12 06:28:34 UTC,-73.972873,40.756244,-73.870459,40.773769,2
42277582,57:35.0,19.5,2014-07-24 16:57:35 UTC,-73.989102,40.778772,-73.979923,40.746072,2
12920078,35:00.0,19.5,2013-09-24 21:35:00 UTC,-74.005837,40.75062,-73.952515,40.814097,1
31661295,15:00.0,18,2013-01-21 12:15:00 UTC,-74.01699,40.706085,-73.972012,40.749737,1
14624879,21:00.0,4.1,2012-08-22 15:21:00 UTC,-73.956997,40.783168,-73.961458,40.777848,5
16621490,31:45.0,9.7,2011-03-19 01:31:45 UTC,-73.989939,40.729575,-73.988108,40.748564,3
22964264,46:00.0,13.3,2010-06-13 00:46:00 UTC,-73.982067,40.767268,-73.991922,40.726237,1
26856212,04:56.0,5.7,2012-08-24 12:04:56 UTC,-74.005058,40.720085,-74.000673,40.730639,1
40029313,33:17.0,19.5,2013-11-25 21:33:17 UTC,-73.965367,40.770182,-73.900353,40.817245,1
29937279,25:09.0,6.1,2009-01-14 14:25:09 UTC,-73.991275,40.750684,-74.00807,40.745266,2
26845286,28:09.0,3.3,2012-02-22 20:28:09 UTC,-73.995493,40.749286,-73.992989,40.752711,1
17744267,10:10.0,17.5,2009-01-06 06:10:10 UTC,-73.9487,40.773664,-73.947761,40.774863,1
48234093,23:43.0,10,2014-02-08 08:23:43 UTC,-73.979437,40.735678,-73.990503,40.755993,1
6834592,09:00.0,9.5,2014-01-17 22:09:00 UTC,-73.983022,40.777505,-73.991477,40.750002,6
44715162,23:00.0,6.5,2011-08-31 22:23:00 UTC,-74.004328,40.74239,-74.003957,40.722465,2
14321292,43:15.0,7,2012-11-15 07:43:15 UTC,-73.947667,40.783693,-73.954905,40.765841,1
38625107,26:00.0,7.7,2012-01-19 23:26:00 UTC,-74.005698,40.726178,-73.983782,40.755913,5
39261687,40:00.0,8.1,2009-08-10 23:40:00 UTC,-73.98827,40.7347,-74.00919,40.710243,5
24094722,36:00.0,40.5,2012-03-01 00:36:00 UTC,-73.783432,40.648717,-73.991382,40.70261,1
24527719,44:47.0,9.7,2010-10-10 08:44:47 UTC,-73.953013,40.772048,-73.94953,40.809553,1
10940315,57:00.0,4.5,2010-08-05 12:57:00 UTC,0,0,0,0,5
46451696,19:26.0,4.5,2009-01-09 08:19:26 UTC,-73.982297,40.735867,-73.991441,40.739365,1
25193489,49:18.0,8.5,2012-08-08 21:49:18 UTC,-73.983287,40.743543,-73.987042,40.720563,1
22004637,51:01.0,4.5,2009-11-24 05:51:01 UTC,-73.999667,40.738407,-73.987641,40.739056,1
51484529,10:00.0,10.1,2009-11-24 19:10:00 UTC,-73.980692,40.737812,-73.955797,40.77366,1
21718048,54:00.0,4.1,2009-03-01 16:54:00 UTC,-73.968565,40.799177,-73.973923,40.791657,3
9432759,49:00.0,4.5,2013-02-19 13:49:00 UTC,-73.973017,40.780377,-73.981103,40.775912,1
6703518,01:07.0,4.3,2009-03-30 17:01:07 UTC,-73.962417,40.776139,-73.958755,40.778161,1
55262674,55:00.0,21.3,2010-08-19 21:55:00 UTC,-73.973355,40.74371,-73.96236,40.677675,5
37971366,03:47.0,6,2012-09-27 08:03:47 UTC,-74.014495,40.716471,-74.002339,40.721529,1
37912424,32:59.0,18,2015-05-31 23:32:59 UTC,-73.98387146,40.76824188,-74.01618958,40.70594406,5
54451434,57:00.0,8,2013-09-30 12:57:00 UTC,-73.966285,40.762027,-73.979245,40.771882,1
19472157,23:00.0,12.5,2013-07-13 18:23:00 UTC,-73.96377,40.7105,-73.9338,40.69841,3
31924904,01:51.0,5.7,2010-05-16 11:01:51 UTC,-73.983058,40.776607,-73.974406,40.793333,1
40917757,05:45.0,9.5,2015-02-02 12:05:45 UTC,-73.99788666,40.74095154,-73.98773193,40.7243309,1
49881873,20:00.0,4.5,2009-05-13 22:20:00 UTC,-73.975518,40.755992,-73.968477,40.766253,1
33776031,51:05.0,38.1,2009-10-06 21:51:05 UTC,-73.874428,40.774021,-74.029776,40.619558,1
21399495,57:18.0,6.1,2012-06-12 01:57:18 UTC,-73.951142,40.794155,-73.967808,40.800338,1
47162523,57:34.0,8.5,2015-05-11 15:57:34 UTC,-73.99362183,40.75718689,-73.9835434,40.7446022,2
17376555,24:29.0,9.7,2011-05-04 08:24:29 UTC,-73.958772,40.775491,-73.979254,40.755521,1
